08:36:27.299|I|| --------- Sistema Inicializando --------- 
08:44:32.872QIODevice::write (QSerialPort): device not open
08:44:32.873QIODevice::write (QSerialPort): device not open
08:44:33.372QIODevice::write (QSerialPort): device not open
08:44:33.372QIODevice::write (QSerialPort): device not open
08:44:33.872QIODevice::write (QSerialPort): device not open
08:44:33.872QIODevice::write (QSerialPort): device not open
08:44:34.371QIODevice::write (QSerialPort): device not open
08:44:34.371QIODevice::write (QSerialPort): device not open
08:44:34.872QIODevice::write (QSerialPort): device not open
08:44:34.872QIODevice::write (QSerialPort): device not open
08:44:35.372QIODevice::write (QSerialPort): device not open
08:44:35.373QIODevice::write (QSerialPort): device not open
08:44:35.872QIODevice::write (QSerialPort): device not open
08:44:35.873QIODevice::write (QSerialPort): device not open
08:44:36.372QIODevice::write (QSerialPort): device not open
08:44:36.372QIODevice::write (QSerialPort): device not open
08:44:36.872QIODevice::write (QSerialPort): device not open
08:44:36.872QIODevice::write (QSerialPort): device not open
08:44:37.372QIODevice::write (QSerialPort): device not open
08:44:37.372QIODevice::write (QSerialPort): device not open
08:44:37.872QIODevice::write (QSerialPort): device not open
08:44:37.872QIODevice::write (QSerialPort): device not open
08:44:38.372QIODevice::write (QSerialPort): device not open
08:44:38.372QIODevice::write (QSerialPort): device not open
08:44:38.872QIODevice::write (QSerialPort): device not open
08:44:38.872QIODevice::write (QSerialPort): device not open
08:44:39.372QIODevice::write (QSerialPort): device not open
08:44:39.372QIODevice::write (QSerialPort): device not open
08:44:39.872QIODevice::write (QSerialPort): device not open
08:44:39.872QIODevice::write (QSerialPort): device not open
08:44:40.371QIODevice::write (QSerialPort): device not open
08:44:40.371QIODevice::write (QSerialPort): device not open
08:44:40.872QIODevice::write (QSerialPort): device not open
08:44:40.872QIODevice::write (QSerialPort): device not open
08:44:41.372QIODevice::write (QSerialPort): device not open
08:44:41.372QIODevice::write (QSerialPort): device not open
08:44:41.871QIODevice::write (QSerialPort): device not open
08:44:41.872QIODevice::write (QSerialPort): device not open
08:44:42.372QIODevice::write (QSerialPort): device not open
08:44:42.372QIODevice::write (QSerialPort): device not open
08:44:42.872QIODevice::write (QSerialPort): device not open
08:44:42.872QIODevice::write (QSerialPort): device not open
08:44:43.372QIODevice::write (QSerialPort): device not open
08:44:43.372QIODevice::write (QSerialPort): device not open
08:44:43.872QIODevice::write (QSerialPort): device not open
08:44:43.872QIODevice::write (QSerialPort): device not open
08:44:44.372QIODevice::write (QSerialPort): device not open
08:44:44.372QIODevice::write (QSerialPort): device not open
08:44:44.872QIODevice::write (QSerialPort): device not open
08:44:44.873QIODevice::write (QSerialPort): device not open
08:44:45.372QIODevice::write (QSerialPort): device not open
08:44:45.372QIODevice::write (QSerialPort): device not open
08:44:45.871QIODevice::write (QSerialPort): device not open
08:44:45.872QIODevice::write (QSerialPort): device not open
08:44:46.371QIODevice::write (QSerialPort): device not open
08:44:46.371QIODevice::write (QSerialPort): device not open
08:44:46.872QIODevice::write (QSerialPort): device not open
08:44:46.872QIODevice::write (QSerialPort): device not open
08:44:47.372QIODevice::write (QSerialPort): device not open
08:44:47.372QIODevice::write (QSerialPort): device not open
08:44:47.871QIODevice::write (QSerialPort): device not open
08:44:47.872QIODevice::write (QSerialPort): device not open
08:44:48.371QIODevice::write (QSerialPort): device not open
08:44:48.371QIODevice::write (QSerialPort): device not open
08:44:48.872QIODevice::write (QSerialPort): device not open
08:44:48.872QIODevice::write (QSerialPort): device not open
08:44:49.372QIODevice::write (QSerialPort): device not open
08:44:49.372QIODevice::write (QSerialPort): device not open
08:44:49.872QIODevice::write (QSerialPort): device not open
08:44:49.873QIODevice::write (QSerialPort): device not open
08:44:50.372QIODevice::write (QSerialPort): device not open
08:44:50.372QIODevice::write (QSerialPort): device not open
08:44:50.871QIODevice::write (QSerialPort): device not open
08:44:50.872QIODevice::write (QSerialPort): device not open
08:44:51.372QIODevice::write (QSerialPort): device not open
08:44:51.372QIODevice::write (QSerialPort): device not open
08:44:51.872QIODevice::write (QSerialPort): device not open
08:44:51.872QIODevice::write (QSerialPort): device not open
08:44:52.371QIODevice::write (QSerialPort): device not open
08:44:52.372QIODevice::write (QSerialPort): device not open
08:44:52.872QIODevice::write (QSerialPort): device not open
08:44:52.873QIODevice::write (QSerialPort): device not open
08:44:53.372QIODevice::write (QSerialPort): device not open
08:44:53.372QIODevice::write (QSerialPort): device not open
08:44:53.872QIODevice::write (QSerialPort): device not open
08:44:53.872QIODevice::write (QSerialPort): device not open
08:44:54.372QIODevice::write (QSerialPort): device not open
08:44:54.373QIODevice::write (QSerialPort): device not open
08:44:54.872QIODevice::write (QSerialPort): device not open
08:44:54.873QIODevice::write (QSerialPort): device not open
08:44:55.372QIODevice::write (QSerialPort): device not open
08:44:55.373QIODevice::write (QSerialPort): device not open
08:44:55.872QIODevice::write (QSerialPort): device not open
08:44:55.873QIODevice::write (QSerialPort): device not open
08:44:56.372QIODevice::write (QSerialPort): device not open
08:44:56.373QIODevice::write (QSerialPort): device not open
08:44:56.872QIODevice::write (QSerialPort): device not open
08:44:56.872QIODevice::write (QSerialPort): device not open
08:44:57.372QIODevice::write (QSerialPort): device not open
08:44:57.372QIODevice::write (QSerialPort): device not open
08:44:57.871QIODevice::write (QSerialPort): device not open
08:44:57.871QIODevice::write (QSerialPort): device not open
08:44:57.993|I|2| --------- Sistema Desligando --------- 
08:45:23.574|I|| --------- Sistema Inicializando --------- 
08:45:23.574QIODevice::write (QSerialPort): device not open
08:45:23.574|E||Porta serial ttyUSB0 indisponivel para uso
08:45:23.580libpng warning: iCCP: known incorrect sRGB profile
08:45:23.655libpng warning: iCCP: known incorrect sRGB profile
08:45:34.446|E|2|Erro ao inicializar cameras: Lista de cameras vazia
08:45:34.446|E|2|Erro ao inicializar cameras: Lista de cameras vazia
08:45:34.712QIODevice::write (QSerialPort): device not open
08:45:34.720QIODevice::write (QSerialPort): device not open
08:45:35.236QIODevice::write (QSerialPort): device not open
08:45:35.245QIODevice::write (QSerialPort): device not open
08:45:35.762QIODevice::write (QSerialPort): device not open
08:45:35.764|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:35.771QIODevice::write (QSerialPort): device not open
08:45:36.085|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:36.287QIODevice::write (QSerialPort): device not open
08:45:36.295QIODevice::write (QSerialPort): device not open
08:45:36.812QIODevice::write (QSerialPort): device not open
08:45:36.820QIODevice::write (QSerialPort): device not open
08:45:37.337QIODevice::write (QSerialPort): device not open
08:45:37.346QIODevice::write (QSerialPort): device not open
08:45:37.677|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:37.862QIODevice::write (QSerialPort): device not open
08:45:37.871QIODevice::write (QSerialPort): device not open
08:45:37.876|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:38.333|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:38.431QIODevice::write (QSerialPort): device not open
08:45:38.431QIODevice::write (QSerialPort): device not open
08:45:38.872QIODevice::write (QSerialPort): device not open
08:45:38.872QIODevice::write (QSerialPort): device not open
08:45:39.372QIODevice::write (QSerialPort): device not open
08:45:39.372QIODevice::write (QSerialPort): device not open
08:45:39.872QIODevice::write (QSerialPort): device not open
08:45:39.872QIODevice::write (QSerialPort): device not open
08:45:40.013|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:40.372QIODevice::write (QSerialPort): device not open
08:45:40.372QIODevice::write (QSerialPort): device not open
08:45:40.871QIODevice::write (QSerialPort): device not open
08:45:40.872QIODevice::write (QSerialPort): device not open
08:45:40.941|W|2|WARNING: configuration DISK/ROTATE_ANG not found
08:45:41.372QIODevice::write (QSerialPort): device not open
08:45:41.372QIODevice::write (QSerialPort): device not open
08:45:41.871QIODevice::write (QSerialPort): device not open
08:45:41.872QIODevice::write (QSerialPort): device not open
08:45:42.371QIODevice::write (QSerialPort): device not open
08:45:42.372QIODevice::write (QSerialPort): device not open
08:45:42.871QIODevice::write (QSerialPort): device not open
08:45:42.872QIODevice::write (QSerialPort): device not open
08:45:43.371QIODevice::write (QSerialPort): device not open
08:45:43.371QIODevice::write (QSerialPort): device not open
08:45:43.871QIODevice::write (QSerialPort): device not open
08:45:43.872QIODevice::write (QSerialPort): device not open
08:45:44.371QIODevice::write (QSerialPort): device not open
08:45:44.372QIODevice::write (QSerialPort): device not open
08:45:44.873QIODevice::write (QSerialPort): device not open
08:45:44.873QIODevice::write (QSerialPort): device not open
08:45:45.371QIODevice::write (QSerialPort): device not open
08:45:45.372QIODevice::write (QSerialPort): device not open
08:45:45.872QIODevice::write (QSerialPort): device not open
08:45:45.872QIODevice::write (QSerialPort): device not open
08:45:46.372QIODevice::write (QSerialPort): device not open
08:45:46.372QIODevice::write (QSerialPort): device not open
08:45:46.871QIODevice::write (QSerialPort): device not open
08:45:46.872QIODevice::write (QSerialPort): device not open
08:45:47.372QIODevice::write (QSerialPort): device not open
08:45:47.372QIODevice::write (QSerialPort): device not open
08:45:47.871QIODevice::write (QSerialPort): device not open
08:45:47.872QIODevice::write (QSerialPort): device not open
08:45:48.371QIODevice::write (QSerialPort): device not open
08:45:48.372QIODevice::write (QSerialPort): device not open
08:45:48.872QIODevice::write (QSerialPort): device not open
08:45:48.873QIODevice::write (QSerialPort): device not open
08:45:49.372QIODevice::write (QSerialPort): device not open
08:45:49.372QIODevice::write (QSerialPort): device not open
08:45:49.871QIODevice::write (QSerialPort): device not open
08:45:49.871QIODevice::write (QSerialPort): device not open
08:45:50.372QIODevice::write (QSerialPort): device not open
08:45:50.372QIODevice::write (QSerialPort): device not open
08:45:50.872QIODevice::write (QSerialPort): device not open
08:45:50.872QIODevice::write (QSerialPort): device not open
08:45:51.371QIODevice::write (QSerialPort): device not open
08:45:51.372QIODevice::write (QSerialPort): device not open
08:45:51.872QIODevice::write (QSerialPort): device not open
08:45:51.872QIODevice::write (QSerialPort): device not open
08:45:52.372QIODevice::write (QSerialPort): device not open
08:45:52.373QIODevice::write (QSerialPort): device not open
08:45:52.872QIODevice::write (QSerialPort): device not open
08:45:52.873QIODevice::write (QSerialPort): device not open
08:45:53.372QIODevice::write (QSerialPort): device not open
08:45:53.373QIODevice::write (QSerialPort): device not open
08:45:53.872QIODevice::write (QSerialPort): device not open
08:45:53.873QIODevice::write (QSerialPort): device not open
08:45:54.372QIODevice::write (QSerialPort): device not open
08:45:54.373QIODevice::write (QSerialPort): device not open
08:45:54.872QIODevice::write (QSerialPort): device not open
08:45:54.873QIODevice::write (QSerialPort): device not open
08:45:55.372QIODevice::write (QSerialPort): device not open
08:45:55.372QIODevice::write (QSerialPort): device not open
08:45:55.872QIODevice::write (QSerialPort): device not open
08:45:55.873QIODevice::write (QSerialPort): device not open
08:45:56.371QIODevice::write (QSerialPort): device not open
08:45:56.371QIODevice::write (QSerialPort): device not open
08:45:56.871QIODevice::write (QSerialPort): device not open
08:45:56.871QIODevice::write (QSerialPort): device not open
08:45:57.372QIODevice::write (QSerialPort): device not open
08:45:57.372QIODevice::write (QSerialPort): device not open
08:45:57.872QIODevice::write (QSerialPort): device not open
08:45:57.872QIODevice::write (QSerialPort): device not open
08:45:58.374QIODevice::write (QSerialPort): device not open
08:45:58.375QIODevice::write (QSerialPort): device not open
08:45:58.872QIODevice::write (QSerialPort): device not open
08:45:58.872QIODevice::write (QSerialPort): device not open
08:45:59.372QIODevice::write (QSerialPort): device not open
08:45:59.372QIODevice::write (QSerialPort): device not open
08:45:59.871QIODevice::write (QSerialPort): device not open
08:45:59.872QIODevice::write (QSerialPort): device not open
08:46:00.372QIODevice::write (QSerialPort): device not open
08:46:00.373QIODevice::write (QSerialPort): device not open
08:46:00.872QIODevice::write (QSerialPort): device not open
08:46:00.872QIODevice::write (QSerialPort): device not open
08:46:01.371QIODevice::write (QSerialPort): device not open
08:46:01.371QIODevice::write (QSerialPort): device not open
08:46:01.872QIODevice::write (QSerialPort): device not open
08:46:01.872QIODevice::write (QSerialPort): device not open
08:46:02.372QIODevice::write (QSerialPort): device not open
08:46:02.372QIODevice::write (QSerialPort): device not open
08:46:02.872QIODevice::write (QSerialPort): device not open
08:46:02.872QIODevice::write (QSerialPort): device not open
08:46:03.372QIODevice::write (QSerialPort): device not open
08:46:03.372QIODevice::write (QSerialPort): device not open
08:46:03.872QIODevice::write (QSerialPort): device not open
08:46:03.872QIODevice::write (QSerialPort): device not open
08:46:04.372QIODevice::write (QSerialPort): device not open
08:46:04.372QIODevice::write (QSerialPort): device not open
08:46:04.872QIODevice::write (QSerialPort): device not open
08:46:04.872QIODevice::write (QSerialPort): device not open
08:46:05.372QIODevice::write (QSerialPort): device not open
08:46:05.373QIODevice::write (QSerialPort): device not open
08:46:05.872QIODevice::write (QSerialPort): device not open
08:46:05.872QIODevice::write (QSerialPort): device not open
08:46:06.372QIODevice::write (QSerialPort): device not open
08:46:06.372QIODevice::write (QSerialPort): device not open
08:46:06.871QIODevice::write (QSerialPort): device not open
08:46:06.871QIODevice::write (QSerialPort): device not open
08:46:07.371QIODevice::write (QSerialPort): device not open
08:46:07.372QIODevice::write (QSerialPort): device not open
08:46:07.872QIODevice::write (QSerialPort): device not open
08:46:07.872QIODevice::write (QSerialPort): device not open
08:46:08.372QIODevice::write (QSerialPort): device not open
08:46:08.372QIODevice::write (QSerialPort): device not open
08:46:08.872QIODevice::write (QSerialPort): device not open
08:46:08.872QIODevice::write (QSerialPort): device not open
08:46:09.372QIODevice::write (QSerialPort): device not open
08:46:09.372QIODevice::write (QSerialPort): device not open
08:46:09.872QIODevice::write (QSerialPort): device not open
08:46:09.872QIODevice::write (QSerialPort): device not open
08:46:10.372QIODevice::write (QSerialPort): device not open
08:46:10.372QIODevice::write (QSerialPort): device not open
08:46:10.871QIODevice::write (QSerialPort): device not open
08:46:10.871QIODevice::write (QSerialPort): device not open
08:46:11.371QIODevice::write (QSerialPort): device not open
08:46:11.372QIODevice::write (QSerialPort): device not open
08:46:11.872QIODevice::write (QSerialPort): device not open
08:46:11.873QIODevice::write (QSerialPort): device not open
08:46:12.372QIODevice::write (QSerialPort): device not open
08:46:12.372QIODevice::write (QSerialPort): device not open
08:46:12.872QIODevice::write (QSerialPort): device not open
08:46:12.872QIODevice::write (QSerialPort): device not open
08:46:13.372QIODevice::write (QSerialPort): device not open
08:46:13.372QIODevice::write (QSerialPort): device not open
08:46:13.872QIODevice::write (QSerialPort): device not open
08:46:13.873QIODevice::write (QSerialPort): device not open
08:46:14.372QIODevice::write (QSerialPort): device not open
08:46:14.373QIODevice::write (QSerialPort): device not open
08:46:14.872QIODevice::write (QSerialPort): device not open
08:46:14.873QIODevice::write (QSerialPort): device not open
08:46:15.372QIODevice::write (QSerialPort): device not open
08:46:15.372QIODevice::write (QSerialPort): device not open
08:46:15.872QIODevice::write (QSerialPort): device not open
08:46:15.872QIODevice::write (QSerialPort): device not open
08:46:16.372QIODevice::write (QSerialPort): device not open
08:46:16.372QIODevice::write (QSerialPort): device not open
08:46:16.872QIODevice::write (QSerialPort): device not open
08:46:16.872QIODevice::write (QSerialPort): device not open
08:46:17.371QIODevice::write (QSerialPort): device not open
08:46:17.372QIODevice::write (QSerialPort): device not open
08:46:17.872QIODevice::write (QSerialPort): device not open
08:46:17.872QIODevice::write (QSerialPort): device not open
08:46:18.371QIODevice::write (QSerialPort): device not open
08:46:18.371QIODevice::write (QSerialPort): device not open
08:46:18.872QIODevice::write (QSerialPort): device not open
08:46:18.872QIODevice::write (QSerialPort): device not open
08:46:19.372QIODevice::write (QSerialPort): device not open
08:46:19.373QIODevice::write (QSerialPort): device not open
08:46:19.872QIODevice::write (QSerialPort): device not open
08:46:19.872QIODevice::write (QSerialPort): device not open
08:46:20.372QIODevice::write (QSerialPort): device not open
08:46:20.372QIODevice::write (QSerialPort): device not open
08:46:20.872QIODevice::write (QSerialPort): device not open
08:46:20.872QIODevice::write (QSerialPort): device not open
08:46:21.372QIODevice::write (QSerialPort): device not open
08:46:21.373QIODevice::write (QSerialPort): device not open
08:46:21.872QIODevice::write (QSerialPort): device not open
08:46:21.873QIODevice::write (QSerialPort): device not open
08:46:22.372QIODevice::write (QSerialPort): device not open
08:46:22.373QIODevice::write (QSerialPort): device not open
08:46:22.872QIODevice::write (QSerialPort): device not open
08:46:22.873QIODevice::write (QSerialPort): device not open
08:46:23.372QIODevice::write (QSerialPort): device not open
08:46:23.373QIODevice::write (QSerialPort): device not open
08:46:23.872QIODevice::write (QSerialPort): device not open
08:46:23.872QIODevice::write (QSerialPort): device not open
08:46:24.372QIODevice::write (QSerialPort): device not open
08:46:24.372QIODevice::write (QSerialPort): device not open
08:46:24.872QIODevice::write (QSerialPort): device not open
08:46:24.872QIODevice::write (QSerialPort): device not open
08:46:25.372QIODevice::write (QSerialPort): device not open
08:46:25.372QIODevice::write (QSerialPort): device not open
08:46:25.873QIODevice::write (QSerialPort): device not open
08:46:25.873QIODevice::write (QSerialPort): device not open
08:46:26.373QIODevice::write (QSerialPort): device not open
08:46:26.373QIODevice::write (QSerialPort): device not open
08:46:26.873QIODevice::write (QSerialPort): device not open
08:46:26.873QIODevice::write (QSerialPort): device not open
08:46:27.373QIODevice::write (QSerialPort): device not open
08:46:27.373QIODevice::write (QSerialPort): device not open
08:46:27.872QIODevice::write (QSerialPort): device not open
08:46:27.873QIODevice::write (QSerialPort): device not open
08:46:28.372QIODevice::write (QSerialPort): device not open
08:46:28.373QIODevice::write (QSerialPort): device not open
08:46:28.872QIODevice::write (QSerialPort): device not open
08:46:28.873QIODevice::write (QSerialPort): device not open
08:46:29.372QIODevice::write (QSerialPort): device not open
08:46:29.373QIODevice::write (QSerialPort): device not open
08:46:29.872QIODevice::write (QSerialPort): device not open
08:46:29.873QIODevice::write (QSerialPort): device not open
08:46:30.372QIODevice::write (QSerialPort): device not open
08:46:30.373QIODevice::write (QSerialPort): device not open
08:46:30.872QIODevice::write (QSerialPort): device not open
08:46:30.873QIODevice::write (QSerialPort): device not open
08:46:31.372QIODevice::write (QSerialPort): device not open
08:46:31.373QIODevice::write (QSerialPort): device not open
08:46:31.872QIODevice::write (QSerialPort): device not open
08:46:31.872QIODevice::write (QSerialPort): device not open
08:46:32.372QIODevice::write (QSerialPort): device not open
08:46:32.372QIODevice::write (QSerialPort): device not open
08:46:32.872QIODevice::write (QSerialPort): device not open
08:46:32.872QIODevice::write (QSerialPort): device not open
08:46:33.372QIODevice::write (QSerialPort): device not open
08:46:33.372QIODevice::write (QSerialPort): device not open
08:46:33.872QIODevice::write (QSerialPort): device not open
08:46:33.872QIODevice::write (QSerialPort): device not open
08:46:34.372QIODevice::write (QSerialPort): device not open
08:46:34.372QIODevice::write (QSerialPort): device not open
08:46:34.872QIODevice::write (QSerialPort): device not open
08:46:34.872QIODevice::write (QSerialPort): device not open
08:46:35.372QIODevice::write (QSerialPort): device not open
08:46:35.372QIODevice::write (QSerialPort): device not open
08:46:35.872QIODevice::write (QSerialPort): device not open
08:46:35.872QIODevice::write (QSerialPort): device not open
08:46:36.372QIODevice::write (QSerialPort): device not open
08:46:36.372QIODevice::write (QSerialPort): device not open
08:46:36.872QIODevice::write (QSerialPort): device not open
08:46:36.872QIODevice::write (QSerialPort): device not open
08:46:37.372QIODevice::write (QSerialPort): device not open
08:46:37.372QIODevice::write (QSerialPort): device not open
08:46:37.873QIODevice::write (QSerialPort): device not open
08:46:37.873QIODevice::write (QSerialPort): device not open
08:46:38.373QIODevice::write (QSerialPort): device not open
08:46:38.373QIODevice::write (QSerialPort): device not open
08:46:38.873QIODevice::write (QSerialPort): device not open
08:46:38.873QIODevice::write (QSerialPort): device not open
08:46:39.373QIODevice::write (QSerialPort): device not open
08:46:39.373QIODevice::write (QSerialPort): device not open
08:46:39.872QIODevice::write (QSerialPort): device not open
08:46:39.873QIODevice::write (QSerialPort): device not open
08:46:40.372QIODevice::write (QSerialPort): device not open
08:46:40.373QIODevice::write (QSerialPort): device not open
08:46:40.872QIODevice::write (QSerialPort): device not open
08:46:40.872QIODevice::write (QSerialPort): device not open
08:46:41.372QIODevice::write (QSerialPort): device not open
08:46:41.372QIODevice::write (QSerialPort): device not open
08:46:41.872QIODevice::write (QSerialPort): device not open
08:46:41.872QIODevice::write (QSerialPort): device not open
08:46:42.372QIODevice::write (QSerialPort): device not open
08:46:42.372QIODevice::write (QSerialPort): device not open
08:46:42.872QIODevice::write (QSerialPort): device not open
08:46:42.872QIODevice::write (QSerialPort): device not open
08:46:43.372QIODevice::write (QSerialPort): device not open
08:46:43.372QIODevice::write (QSerialPort): device not open
08:46:43.872QIODevice::write (QSerialPort): device not open
08:46:43.872QIODevice::write (QSerialPort): device not open
08:46:44.372QIODevice::write (QSerialPort): device not open
08:46:44.372QIODevice::write (QSerialPort): device not open
08:46:44.872QIODevice::write (QSerialPort): device not open
08:46:44.872QIODevice::write (QSerialPort): device not open
08:46:45.372QIODevice::write (QSerialPort): device not open
08:46:45.372QIODevice::write (QSerialPort): device not open
08:46:45.873QIODevice::write (QSerialPort): device not open
08:46:45.873QIODevice::write (QSerialPort): device not open
08:46:46.373QIODevice::write (QSerialPort): device not open
08:46:46.373QIODevice::write (QSerialPort): device not open
08:46:46.872QIODevice::write (QSerialPort): device not open
08:46:46.873QIODevice::write (QSerialPort): device not open
08:46:47.372QIODevice::write (QSerialPort): device not open
08:46:47.372QIODevice::write (QSerialPort): device not open
08:46:47.872QIODevice::write (QSerialPort): device not open
08:46:47.873QIODevice::write (QSerialPort): device not open
08:46:48.372QIODevice::write (QSerialPort): device not open
08:46:48.373QIODevice::write (QSerialPort): device not open
08:46:48.872QIODevice::write (QSerialPort): device not open
08:46:48.873QIODevice::write (QSerialPort): device not open
08:46:49.372QIODevice::write (QSerialPort): device not open
08:46:49.372QIODevice::write (QSerialPort): device not open
08:46:49.872QIODevice::write (QSerialPort): device not open
08:46:49.873QIODevice::write (QSerialPort): device not open
08:46:50.373QIODevice::write (QSerialPort): device not open
08:46:50.373QIODevice::write (QSerialPort): device not open
08:46:50.871QIODevice::write (QSerialPort): device not open
08:46:50.871QIODevice::write (QSerialPort): device not open
08:46:51.372QIODevice::write (QSerialPort): device not open
08:46:51.372QIODevice::write (QSerialPort): device not open
08:46:51.871QIODevice::write (QSerialPort): device not open
08:46:51.871QIODevice::write (QSerialPort): device not open
08:46:52.371QIODevice::write (QSerialPort): device not open
08:46:52.371QIODevice::write (QSerialPort): device not open
08:46:52.874QIODevice::write (QSerialPort): device not open
08:46:52.875QIODevice::write (QSerialPort): device not open
08:46:53.372QIODevice::write (QSerialPort): device not open
08:46:53.372QIODevice::write (QSerialPort): device not open
08:46:53.871QIODevice::write (QSerialPort): device not open
08:46:53.872QIODevice::write (QSerialPort): device not open
08:46:54.371QIODevice::write (QSerialPort): device not open
08:46:54.371QIODevice::write (QSerialPort): device not open
08:46:54.871QIODevice::write (QSerialPort): device not open
08:46:54.872QIODevice::write (QSerialPort): device not open
08:46:55.372QIODevice::write (QSerialPort): device not open
08:46:55.372QIODevice::write (QSerialPort): device not open
08:46:55.872QIODevice::write (QSerialPort): device not open
08:46:55.872QIODevice::write (QSerialPort): device not open
08:46:56.372QIODevice::write (QSerialPort): device not open
08:46:56.372QIODevice::write (QSerialPort): device not open
08:46:56.871QIODevice::write (QSerialPort): device not open
08:46:56.871QIODevice::write (QSerialPort): device not open
08:46:57.372QIODevice::write (QSerialPort): device not open
08:46:57.372QIODevice::write (QSerialPort): device not open
08:46:57.872QIODevice::write (QSerialPort): device not open
08:46:57.873QIODevice::write (QSerialPort): device not open
08:46:58.371QIODevice::write (QSerialPort): device not open
08:46:58.372QIODevice::write (QSerialPort): device not open
08:46:58.872QIODevice::write (QSerialPort): device not open
08:46:58.872QIODevice::write (QSerialPort): device not open
08:46:59.372QIODevice::write (QSerialPort): device not open
08:46:59.373QIODevice::write (QSerialPort): device not open
08:46:59.872QIODevice::write (QSerialPort): device not open
08:46:59.872QIODevice::write (QSerialPort): device not open
08:47:00.372QIODevice::write (QSerialPort): device not open
08:47:00.372QIODevice::write (QSerialPort): device not open
08:47:00.871QIODevice::write (QSerialPort): device not open
08:47:00.871QIODevice::write (QSerialPort): device not open
08:47:01.371QIODevice::write (QSerialPort): device not open
08:47:01.372QIODevice::write (QSerialPort): device not open
08:47:01.872QIODevice::write (QSerialPort): device not open
08:47:01.872QIODevice::write (QSerialPort): device not open
08:47:02.372QIODevice::write (QSerialPort): device not open
08:47:02.372QIODevice::write (QSerialPort): device not open
08:47:02.872QIODevice::write (QSerialPort): device not open
08:47:02.873QIODevice::write (QSerialPort): device not open
08:47:03.371QIODevice::write (QSerialPort): device not open
08:47:03.371QIODevice::write (QSerialPort): device not open
08:47:03.872QIODevice::write (QSerialPort): device not open
08:47:03.872QIODevice::write (QSerialPort): device not open
08:47:04.372QIODevice::write (QSerialPort): device not open
08:47:04.372QIODevice::write (QSerialPort): device not open
08:47:04.871QIODevice::write (QSerialPort): device not open
08:47:04.872QIODevice::write (QSerialPort): device not open
08:47:05.371QIODevice::write (QSerialPort): device not open
08:47:05.372QIODevice::write (QSerialPort): device not open
08:47:05.871QIODevice::write (QSerialPort): device not open
08:47:05.872QIODevice::write (QSerialPort): device not open
08:47:06.372QIODevice::write (QSerialPort): device not open
08:47:06.373QIODevice::write (QSerialPort): device not open
08:47:06.871QIODevice::write (QSerialPort): device not open
08:47:06.872QIODevice::write (QSerialPort): device not open
08:47:07.371QIODevice::write (QSerialPort): device not open
08:47:07.371QIODevice::write (QSerialPort): device not open
08:47:07.871QIODevice::write (QSerialPort): device not open
08:47:07.872QIODevice::write (QSerialPort): device not open
08:47:08.371QIODevice::write (QSerialPort): device not open
08:47:08.372QIODevice::write (QSerialPort): device not open
08:47:08.871QIODevice::write (QSerialPort): device not open
08:47:08.872QIODevice::write (QSerialPort): device not open
08:47:09.371QIODevice::write (QSerialPort): device not open
08:47:09.372QIODevice::write (QSerialPort): device not open
08:47:09.872QIODevice::write (QSerialPort): device not open
08:47:09.872QIODevice::write (QSerialPort): device not open
08:47:10.371QIODevice::write (QSerialPort): device not open
08:47:10.371QIODevice::write (QSerialPort): device not open
08:47:10.872QIODevice::write (QSerialPort): device not open
08:47:10.873QIODevice::write (QSerialPort): device not open
08:47:11.371QIODevice::write (QSerialPort): device not open
08:47:11.371QIODevice::write (QSerialPort): device not open
08:47:11.872QIODevice::write (QSerialPort): device not open
08:47:11.873QIODevice::write (QSerialPort): device not open
08:47:12.371QIODevice::write (QSerialPort): device not open
08:47:12.372QIODevice::write (QSerialPort): device not open
08:47:12.871QIODevice::write (QSerialPort): device not open
08:47:12.872QIODevice::write (QSerialPort): device not open
08:47:13.371QIODevice::write (QSerialPort): device not open
08:47:13.372QIODevice::write (QSerialPort): device not open
08:47:13.872QIODevice::write (QSerialPort): device not open
08:47:13.872QIODevice::write (QSerialPort): device not open
08:47:14.373QIODevice::write (QSerialPort): device not open
08:47:14.374QIODevice::write (QSerialPort): device not open
08:47:14.871QIODevice::write (QSerialPort): device not open
08:47:14.872QIODevice::write (QSerialPort): device not open
08:47:15.371QIODevice::write (QSerialPort): device not open
08:47:15.371QIODevice::write (QSerialPort): device not open
08:47:15.872QIODevice::write (QSerialPort): device not open
08:47:15.872QIODevice::write (QSerialPort): device not open
08:47:16.372QIODevice::write (QSerialPort): device not open
08:47:16.372QIODevice::write (QSerialPort): device not open
08:47:16.872QIODevice::write (QSerialPort): device not open
08:47:16.873QIODevice::write (QSerialPort): device not open
08:47:17.371QIODevice::write (QSerialPort): device not open
08:47:17.372QIODevice::write (QSerialPort): device not open
08:47:17.872QIODevice::write (QSerialPort): device not open
08:47:17.873QIODevice::write (QSerialPort): device not open
08:47:18.372QIODevice::write (QSerialPort): device not open
08:47:18.372QIODevice::write (QSerialPort): device not open
